ID,area_type,availability,location,size,total_sqft,bath,balcony,price,total_sqft_category,dist_from_city,avg_2bhk_rent,dist_from_city_cat
6345,Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,1357,2,1.0,130.0,5,9.6,15465.0,4
6346,Built-up  Area,Ready To Move,Hosakerehalli,2 BHK,925,2,1.0,46.5,4,13.4,14000.0,5
6347,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,909,2,1.0,40.9,4,14.5,15867.0,5
6348,Plot  Area,Ready To Move,Seegehalli,3 BHK,3000,5,2.0,335.0,5,13.9,15867.0,5
6349,Built-up  Area,Ready To Move,Brookefield,2 BHK,1100,2,1.0,55.0,5,15.1,21250.0,5
6350,Plot  Area,18-May,Malleshwaram,4 BHK,3000,5,2.0,815.0,5,8.3,15465.0,4
6351,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100,2,1.0,54.0,5,18.0,9675.0,5
6352,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,975,2,1.0,65.0,4,16.0,13250.0,5
6353,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1306,2,2.0,44.17,5,15.3,15867.0,5
6354,Plot  Area,Ready To Move,Roopena Agrahara,4 BHK,1200,4,1.0,95.0,5,8.6,15465.0,4
6355,Super built-up  Area,Ready To Move,Kalena Agrahara,1 BHK,610,1,1.0,39.0,4,13.5,15867.0,5
6356,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1484,2,2.0,56.4,5,20.8,8500.0,6
6357,Super built-up  Area,17-May,Ramamurthy Nagar,2 BHK,1125,2,1.0,47.0,5,11.7,14647.0,4
6358,Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,1447,2,1.0,75.97,5,15.3,15867.0,5
6359,Super built-up  Area,18-Dec,Whitefield,4 BHK,2882,5,1.0,158.0,5,17.3,14981.0,5
6360,Plot  Area,Ready To Move,Vidyaranyapura,4 BHK,750,4,0.0,88.0,4,18.0,9675.0,5
6361,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,2075,3,1.0,115.0,5,17.4,15867.0,5
6362,Built-up  Area,Ready To Move,Stage-4 Bommanahalli,2 BHK,1250,2,1.0,58.0,5,11.2,15465.0,4
6363,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1272,2,2.0,51.5,5,9.9,15465.0,4
6364,Plot  Area,Ready To Move,Banashankari Stage II,4 BHK,1050,3,2.0,125.0,5,9.5,15465.0,4
6365,Super built-up  Area,18-Aug,Venkateshpuram,2 BHK,625,2,1.0,24.0,4,15.179954252443338,15867.0,5
6366,Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,840,2,2.0,50.0,4,9.7,15465.0,4
6367,Super built-up  Area,Ready To Move,Hennur Road,4 BHK,2502,4,2.0,180.0,5,14.4,15867.0,5
6368,Super built-up  Area,Ready To Move,Rayasandra,1 BHK,583,1,1.0,26.9,4,16.4,11000.0,5
6369,Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,900,2,1.0,27.0,4,16.6,15867.0,5
6370,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1115,2,2.0,50.0,5,17.2,15867.0,5
6371,Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2 BHK,1464,2,2.0,56.0,5,19.0,15867.0,5
6372,Built-up  Area,18-Mar,Kanakapura,3 BHK,2200,3,1.0,121.0,5,47.7,22000.0,7
6373,Super built-up  Area,19-Dec,Whitefield,1 BHK,750,1,1.0,51.0,4,17.3,14981.0,5
6374,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1600,3,3.0,58.0,5,10.9,16620.0,4
6375,Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1365,2,2.0,49.0,5,12.1,21000.0,4
6376,Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3 BHK,1300,3,2.0,64.0,5,17.7,15867.0,5
6377,Built-up  Area,Ready To Move,Kurubarahalli,1 BHK,1200,1,0.0,69.0,5,12.4,15465.0,4
6378,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1260,2,2.0,35.0,5,11.9,15465.0,4
6379,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1190,2,2.0,33.92,5,20.3,11184.0,6
6380,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,2480,4,1.0,260.0,5,13.4,14000.0,5
6381,Super built-up  Area,18-May,Vishwapriya Layout,3 BHK,1250,3,2.0,38.0,5,12.0,15465.0,4
6382,Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1500,3,0.0,75.0,5,8.9,1756.0,4
6383,Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,1510,3,3.0,47.57,5,13.6,15867.0,5
6384,Super built-up  Area,19-Jan,7th Phase JP Nagar,2 BHK,1187,2,1.0,59.0,5,11.0,15465.0,4
6385,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1120,2,1.0,53.76,5,17.4,15867.0,5
6386,Super built-up  Area,20-Dec,Whitefield,2 BHK,1115,2,0.0,34.555,5,17.3,14981.0,5
6387,Super built-up  Area,Ready To Move,Dodsworth Layout,3 BHK,1717,3,3.0,99.0,5,18.7,15867.0,5
6388,Built-up  Area,Ready To Move,Mullur,3 BHK,2099,3,2.0,95.0,5,15.179954252443338,15867.0,5
6389,Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1100,2,2.0,58.0,5,8.6,21278.0,4
6390,Plot  Area,Ready To Move,Hegganahalli,1 BHK,1200,1,0.0,48.0,5,15.179954252443338,15867.0,5
6391,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1465,2,1.0,45.87,5,18.8,15867.0,5
6392,Plot  Area,Ready To Move,Kothanur,1 BHK,1500,1,0.0,75.0,5,11.8,16375.0,4
6393,Plot  Area,Ready To Move,Prashanth Nagar,5 BHK,4050,4,1.0,600.0,5,15.179954252443338,15867.0,5
6394,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1255,2,1.0,90.0,5,14.9,15867.0,5
6395,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1220,2,3.0,88.0,5,10.9,15465.0,4
6396,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1065,2,1.0,30.88,5,19.3,11500.0,5
6397,Built-up  Area,Ready To Move,Sultan Palaya,3 BHK,1765,3,3.0,80.0,5,8.4,15465.0,4
6398,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1281,2,2.0,87.0,5,12.9,19667.0,4
6399,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1210,2,2.0,25.0,5,18.1,15867.0,5
6400,Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,1215,2,3.0,43.0,5,8.9,1756.0,4
6401,Plot  Area,Ready To Move,Ananth Nagar,4 BHK,1200,3,1.0,87.0,5,21.6,11184.0,6
6402,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1237,2,2.0,73.0,5,28.6,11184.0,6
6403,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1300,2,1.0,70.0,5,13.3,15867.0,5
6404,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1105,2,2.0,39.99,5,17.3,14981.0,5
6405,Super built-up  Area,Ready To Move,Chandapura,3 BHK,1505,2,2.0,42.0,5,24.0,11714.0,6
6406,Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,3900,5,2.0,310.0,5,13.4,15867.0,5
6407,Built-up  Area,Ready To Move,Banashankari,2 BHK,1186,2,3.0,65.0,5,11.2,15107.0,4
6408,Plot  Area,Ready To Move,Byrathi Village,4 BHK,900,3,1.0,51.0,4,11.5,15465.0,4
6409,Super built-up  Area,Ready To Move,Kengeri,2 BHK,750,2,1.0,35.5,4,22.5,12000.0,6
6410,Built-up  Area,Ready To Move,Varthur,2 BHK,1083,2,2.0,28.0,5,17.4,9483.0,5
6411,Built-up  Area,Ready To Move,Nagaraja Garden,3 BHK,1430,2,1.0,78.65,5,10.7,15465.0,4
6412,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1056,2,2.0,68.0,5,11.5,13500.0,4
6413,Super built-up  Area,Ready To Move,VGP Layout,3 BHK,2108,3,3.0,85.0,5,12.9,15465.0,4
6414,Super built-up  Area,Ready To Move,Banashankari,3 BHK,1650,3,2.0,101.0,5,11.2,15107.0,4
6415,Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1220,3,1.0,36.6,5,19.3,11500.0,5
6416,Super built-up  Area,Ready To Move,Rayasandra,2 BHK,1198,2,1.0,54.0,5,16.4,11000.0,5
6417,Super built-up  Area,Ready To Move,Ejipura,2 BHK,1190,2,1.0,70.0,5,7.5,16833.0,3
6418,Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2 BHK,900,2,1.0,41.0,4,17.7,15867.0,5
6419,Super built-up  Area,19-Dec,J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,2690,4,2.0,185.0,5,15.179954252443338,15867.0,5
6420,Built-up  Area,Ready To Move,Kanakapura,2 BHK,1340,2,2.0,65.0,5,47.7,22000.0,7
6421,Plot  Area,18-Sep,Bommenahalli,4 BHK,2940,3,2.0,2250.0,5,9.6,15465.0,4
6422,Plot  Area,Ready To Move,Giri Nagar,6 BHK,2400,6,1.0,400.0,5,10.2,15465.0,4
6424,Super built-up  Area,19-Dec,Yelahanka,2 BHK,1260,2,2.0,59.2,5,20.8,8500.0,6
6425,Super built-up  Area,21-Feb,Talaghattapura,3 BHK,2254,3,2.0,153.0,5,17.1,21711.0,5
6426,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2990,5,1.0,210.0,5,4.7,24842.0,2
6427,Built-up  Area,Ready To Move,1st Block BEL Layout,4 BHK,1800,5,1.0,250.0,5,15.179954252443338,15867.0,5
6428,Built-up  Area,Ready To Move,JP Nagar,2 BHK,820,2,1.0,45.0,4,9.9,15465.0,4
6429,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1296,2,2.0,65.0,5,18.1,15867.0,5
6430,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1190,2,1.0,53.55,5,12.9,19750.0,4
6431,Super built-up  Area,19-Dec,Whitefield,2 BHK,1173,2,1.0,77.0,5,17.3,14981.0,5
6432,Plot  Area,16-Dec,Sarjapura - Attibele Road,3 BHK,1800,3,2.0,90.0,5,36.0,17414.0,7
6433,Built-up  Area,Ready To Move,Yelahanka,2 BHK,1102,2,0.0,52.0,5,20.8,8500.0,6
6434,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,913,2,1.0,36.0,4,17.2,45000.0,5
6435,Super built-up  Area,18-Apr,Hormavu,3 BHK,1176,2,1.0,35.27,5,11.9,15465.0,4
6436,Built-up  Area,Ready To Move,Prithvi Layout,3 BHK,1620,3,2.0,65.0,5,17.3,15867.0,5
6437,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,2968,3,2.0,225.0,5,10.6,15465.0,4
6438,Super built-up  Area,17-Dec,Yelahanka,2 BHK,1519,2,3.0,65.0,5,20.8,8500.0,6
6439,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345,2,2.0,106.0,5,19.0,15867.0,5
6440,Super built-up  Area,19-Dec,Dodsworth Layout,3 BHK,1594,3,2.0,99.0,5,18.7,15867.0,5
6441,Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,1250,2,1.0,68.0,5,13.8,15867.0,5
6442,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1056,2,1.0,60.0,5,14.9,15867.0,5
6443,Plot  Area,18-Dec,Whitefield,3 BHK,1200,3,1.0,68.4,5,17.3,14981.0,5
6444,Plot  Area,Ready To Move,Kothnur Narayanapura,2 BHK,1290,1,0.0,77.5,5,15.179954252443338,15867.0,5
6445,Built-up  Area,Ready To Move,Amruthnagar,2 BHK,1150,2,1.0,48.0,5,12.9,15465.0,4
6446,Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,1464,2,1.0,145.0,5,18.4,15867.0,5
6447,Plot  Area,Ready To Move,Anekal,4 BHK,1200,2,1.0,36.0,5,34.2,17414.0,7
6448,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,861,2,0.0,36.5,4,22.7,11184.0,6
6449,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1047,2,1.0,82.62,5,17.4,15867.0,5
6450,Plot  Area,Ready To Move,Lakshmipura,2 BHK,1200,2,0.0,75.0,5,15.179954252443338,15867.0,5
6451,Plot  Area,Ready To Move,Kirloskar Layout,10 BHK,1200,10,3.0,190.0,5,19.0,15867.0,5
6452,Built-up  Area,Ready To Move,Hongasandra,2 BHK,1065,2,1.0,45.0,5,10.4,15465.0,4
6453,Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2300,3,3.0,369.0,5,9.6,15465.0,4
6454,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1000,2,1.0,62.0,4,11.7,14647.0,4
6455,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1682,3,1.0,113.0,5,21.4,11184.0,6
6456,Super built-up  Area,Ready To Move,Harlur,3 BHK,1756,3,2.0,131.0,5,16.1,22500.0,5
6457,Plot  Area,Ready To Move,BEL Road,5 BHK,4000,4,2.0,1000.0,5,11.5,15465.0,4
6458,Super built-up  Area,Ready To Move,Vignana Nagar,4 BHK,1050,4,2.0,90.0,5,9.7,15465.0,4
6459,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238,2,1.0,67.32,5,17.5,15867.0,5
6460,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,814,2,1.0,42.0,4,29.2,11184.0,6
6461,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1145,2,1.0,46.5,5,11.9,15465.0,4
6462,Super built-up  Area,Ready To Move,Varthur,2 BHK,965,2,1.0,34.0,4,17.4,9483.0,5
6463,Super built-up  Area,Ready To Move,Doddabele,2 BHK,750,2,1.0,36.0,4,15.179954252443338,15867.0,5
6464,Built-up  Area,Ready To Move,Banashankari,3 BHK,1300,2,2.0,55.0,5,11.2,15107.0,4
6465,Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,1590,3,3.0,131.0,5,9.7,15465.0,4
6466,Super built-up  Area,20-Aug,Begur Road,1 BHK,644,1,1.0,40.0,4,10.8,15465.0,4
6467,Super built-up  Area,18-Mar,Whitefield,2 BHK,982,2,1.0,37.0,4,17.3,14981.0,5
6468,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1260,2,2.0,100.0,5,3.7,24842.0,2
6469,Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1555,3,2.0,75.17,5,16.4,11000.0,5
6470,Built-up  Area,Ready To Move,Race Course Road,4 BHK,2500,4,1.0,450.0,5,15.179954252443338,15867.0,5
6471,Super built-up  Area,18-Aug,Kaggadasapura,2 BHK,1225,2,2.0,48.0,5,8.9,1756.0,4
6472,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1085,2,1.0,46.0,5,20.3,11184.0,6
6473,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640,3,2.0,220.0,5,9.6,15465.0,4
6474,Built-up  Area,18-Aug,Thanisandra,3 BHK,1595,3,1.0,110.0,5,11.5,13500.0,4
6475,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1196,2,2.0,40.44,5,15.3,15867.0,5
6476,Super built-up  Area,18-Mar,Yelahanka,3 BHK,1859,3,1.0,108.0,5,20.8,8500.0,6
6477,Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1079,2,1.0,60.0,5,15.8,15867.0,5
6478,Built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,550,1,1.0,27.0,4,3.3,24842.0,2
6479,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1118,2,1.0,42.0,5,17.3,14981.0,5
6480,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1198,2,2.0,60.0,5,7.2,16500.0,3
6481,Super built-up  Area,18-Jun,Chandapura,3 BHK,1162,3,2.0,30.215,5,24.0,11714.0,6
6482,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,1830,4,2.0,135.0,5,15.0,15867.0,5
6483,Super built-up  Area,20-Oct,Banashankari Stage VI,2 BHK,1160,2,1.0,59.0,5,14.9,15867.0,5
6484,Super built-up  Area,Ready To Move,Srirampuram,3 BHK,1485,2,1.0,156.0,5,7.5,17994.0,3
6485,Super built-up  Area,Ready To Move,Ejipura,3 BHK,2070,3,3.0,135.0,5,7.5,16833.0,3
6486,Plot  Area,Ready To Move,Basaveshwara Nagar,6 BHK,750,4,1.0,150.0,4,10.9,15465.0,4
6487,Built-up  Area,17-Mar,Kannamangala,2 BHK,957,2,0.0,52.5,4,23.1,2271.0,6
6488,Plot  Area,Ready To Move,Basaveshwara Nagar,5 BHK,2400,4,1.0,310.0,5,10.9,15465.0,4
6489,Super built-up  Area,18-Dec,Bannerghatta Road,2 BHK,1268,2,1.0,69.0,5,18.8,15867.0,5
6490,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1450,2,2.0,87.0,5,18.8,15867.0,5
6491,Built-up  Area,Ready To Move,Manorayana Palya,3 BHK,1600,2,2.0,75.0,5,15.179954252443338,15867.0,5
6492,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330,2,1.0,57.0,5,12.9,19750.0,4
6493,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1355,2,2.0,65.0,5,12.9,18636.0,4
6494,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1272,2,2.0,51.5,5,9.9,15465.0,4
6495,Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1100,2,1.0,38.49,5,10.1,15465.0,4
6496,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1220,3,2.0,58.0,5,17.2,15867.0,5
6497,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1075,2,1.0,46.76,5,12.1,21000.0,4
6498,Super built-up  Area,Ready To Move,Lingarajapuram,2 BHK,800,2,1.0,55.0,4,6.0,17994.0,3
6499,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,995,2,1.0,34.82,4,14.0,15867.0,5
6500,Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,2 BHK,900,1,1.0,44.0,4,14.0,15867.0,5
6501,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1140,2,1.0,42.0,5,14.9,15867.0,5
6502,Super built-up  Area,Ready To Move,Ganga Nagar,3 BHK,1480,2,2.0,125.0,5,8.6,15465.0,4
6503,Super built-up  Area,18-May,Padmanabhanagar,3 BHK,1710,2,2.0,90.63,5,11.3,15465.0,4
6504,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2106,3,3.0,148.0,5,17.1,21711.0,5
6505,Plot  Area,Ready To Move,Yeshwanthpur,9 BHK,2400,6,2.0,270.0,5,13.4,15867.0,5
6506,Plot  Area,Ready To Move,Sadahalli,3 BHK,3800,2,1.0,130.0,5,15.179954252443338,15867.0,5
6507,Plot  Area,Ready To Move,Vajarahalli,3 BHK,800,3,2.0,120.0,4,16.8,15867.0,5
6508,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1602,2,2.0,104.0,5,10.9,16620.0,4
6509,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1660,2,2.0,116.0,5,17.2,15867.0,5
6510,Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1549,3,2.0,80.0,5,19.3,11500.0,5
6511,Super built-up  Area,19-Mar,Marathahalli,1 BHK,700,1,1.0,38.0,4,10.9,16620.0,4
6512,Super built-up  Area,18-Dec,Balagere,2 BHK,1012,2,1.0,64.0,5,16.1,15867.0,5
6513,Super built-up  Area,19-Dec,Marathahalli,3 BHK,1469,3,1.0,89.0,5,10.9,16620.0,4
6514,Super built-up  Area,18-Aug,Whitefield,2 BHK,1216,2,1.0,69.0,5,17.3,14981.0,5
6515,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1065,2,1.0,56.13,5,19.3,11500.0,5
6516,Super built-up  Area,19-Mar,Thanisandra,3 BHK,1411,3,1.0,93.15,5,11.5,13500.0,4
6517,Super built-up  Area,Ready To Move,Pai Layout,2 BHK,1400,2,2.0,57.5,5,7.1,17994.0,3
6518,Super built-up  Area,Ready To Move,Hoskote,3 BHK,1250,3,2.0,29.0,5,24.7,16000.0,6
6519,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1245,2,3.0,62.0,5,14.9,15867.0,5
6520,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1115,2,1.0,50.0,5,16.8,15867.0,5
6521,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1000,2,1.0,35.0,4,18.0,9675.0,5
6522,Super built-up  Area,18-Mar,Panathur,3 BHK,1580,3,0.0,71.89,5,14.2,16000.0,5
6523,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1800,3,2.0,90.0,5,16.0,13250.0,5
6524,Super built-up  Area,Ready To Move,Mathikere,2 BHK,1500,2,2.0,130.0,5,11.2,15465.0,4
6525,Super built-up  Area,18-Sep,Chandapura,1 BHK,645,1,1.0,16.45,4,24.0,11714.0,6
6526,Super built-up  Area,18-Jun,Kothannur,3 BHK,1275,3,2.0,44.0,5,11.8,15465.0,4
6527,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1494,3,2.0,82.0,5,15.0,15867.0,5
6528,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1949,3,2.0,129.0,5,15.3,15867.0,5
6529,Super built-up  Area,Ready To Move,BTM Layout,2 BHK,1020,2,1.0,46.5,5,7.7,16765.0,3
6530,Super built-up  Area,Ready To Move,Mysore Road,2 BHK,883,2,1.0,45.0,4,28.6,11184.0,6
6531,Built-up  Area,Ready To Move,Old Airport Road,4 BHK,3200,4,1.0,280.0,5,9.9,15465.0,4
6532,Plot  Area,Ready To Move,Uttarahalli,6 BHK,1680,6,1.0,125.0,5,12.9,19750.0,4
6533,Plot  Area,Ready To Move,Mysore Road,12 BHK,2232,6,2.0,300.0,5,28.6,11184.0,6
6534,Super built-up  Area,Ready To Move,Anand nagar,3 BHK,2010,3,3.0,125.0,5,15.179954252443338,15867.0,5
6535,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1240,2,2.0,80.0,5,13.4,15867.0,5
6536,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1213,2,1.0,63.0,5,11.7,15465.0,4
6537,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1835,3,3.0,88.0,5,13.7,15867.0,5
6538,Plot  Area,Ready To Move,Hoskote,9 BHK,1800,10,3.0,185.0,5,24.7,16000.0,6
6539,Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,2932,5,2.0,195.0,5,18.8,15867.0,5
6540,Built-up  Area,Ready To Move,Whitefield,4 BHK,3425,5,2.0,250.0,5,17.3,14981.0,5
6541,Built-up  Area,Ready To Move,Gottigere,2 BHK,945,2,0.0,45.0,4,15.2,11000.0,5
6542,Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,1504,2,2.0,100.0,5,15.179954252443338,15867.0,5
6543,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1569,3,2.0,150.0,5,13.3,15867.0,5
6544,Super built-up  Area,Ready To Move,Harlur,3 BHK,1755,3,2.0,130.0,5,16.1,22500.0,5
6545,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1760,3,2.0,140.0,5,11.1,18125.0,4
6546,Super built-up  Area,18-May,Hoodi,2 BHK,1240,2,3.0,43.94,5,13.3,9233.0,5
6547,Super built-up  Area,19-Dec,Electronics City Phase 1,3 BHK,1450,3,2.0,72.54,5,20.3,11184.0,6
6548,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1000,2,0.0,48.0,4,10.9,15465.0,4
6549,Plot  Area,Ready To Move,Shivaji Nagar,1 BHK,3820,1,1.0,306.0,5,3.3,24842.0,2
6550,Super built-up  Area,Ready To Move,Thyagaraja Nagar,5 BHK,2000,4,2.0,145.0,5,8.4,15465.0,4
6551,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1215,2,2.0,59.0,5,16.8,15867.0,5
6552,Plot  Area,Ready To Move,5 Bedroom Farm House in Lakshmipura,5 BHK,26136,6,2.0,550.0,9,15.179954252443338,15867.0,5
6553,Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1330,3,3.0,73.5,5,11.5,15465.0,4
6554,Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2 BHK,1178,2,1.0,75.0,5,15.3,15867.0,5
6555,Plot  Area,18-Aug,Hulimavu,4 BHK,1500,4,3.0,192.0,5,15.0,11000.0,5
6556,Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,2040,2,2.0,59.0,5,21.8,11184.0,6
6557,Super built-up  Area,18-Mar,Bellandur,3 BHK,2000,3,2.0,85.0,5,12.9,19667.0,4
6558,Super built-up  Area,18-May,Shanti Nagar,3 BHK,1602,2,1.0,165.0,5,3.7,24842.0,2
6559,Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4 BHK,1200,4,1.0,130.0,5,15.179954252443338,15867.0,5
6560,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,1194,2,2.0,46.0,5,14.6,15867.0,5
6561,Built-up  Area,Ready To Move,Jayamahal,3 BHK,1800,3,1.0,220.0,5,15.179954252443338,15867.0,5
6562,Plot  Area,Ready To Move,Dasarahalli,3 BHK,2400,2,1.0,152.0,5,29.4,11184.0,6
6563,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1700,3,3.0,108.0,5,17.2,15867.0,5
6564,Built-up  Area,Ready To Move,Jigani,3 BHK,1200,3,2.0,65.0,5,27.7,10740.0,6
6565,Plot  Area,Ready To Move,Veer Sandra,3 BHK,1500,3,0.0,72.0,5,15.179954252443338,15867.0,5
6566,Plot  Area,Ready To Move,Karuna Nagar,3 BHK,1240,3,2.0,165.0,5,20.1,11184.0,6
6567,Built-up  Area,Ready To Move,Whitefield,3 BHK,3000,3,2.0,400.0,5,17.3,14981.0,5
6568,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1737,3,3.0,85.0,5,26.5,11184.0,6
6569,Plot  Area,Ready To Move,TC Palaya,2 BHK,900,2,0.0,55.0,4,12.2,15465.0,4
6570,Built-up  Area,Ready To Move,Chennappa Layout,3 BHK,1280,2,1.0,48.0,5,13.0,15465.0,4
6571,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1560,2,2.0,85.0,5,7.2,16500.0,3
6572,Super built-up  Area,Ready To Move,Kambipura,2 BHK,883,2,1.0,44.0,4,23.2,11184.0,6
6573,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,750,2,1.0,33.0,4,16.9,15000.0,5
6574,Super built-up  Area,Ready To Move,Brookefield,4 BHK,2400,3,3.0,140.0,5,15.1,21250.0,5
6575,Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,900,2,1.0,45.0,4,13.4,15867.0,5
6576,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1030,2,1.0,49.35,5,11.9,15465.0,4
6577,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3,2.0,155.0,5,11.0,15465.0,4
6578,Built-up  Area,Ready To Move,Hennur Road,3 BHK,1831,3,1.0,110.0,5,14.4,15867.0,5
6579,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,1095,2,1.0,38.33,5,16.4,15867.0,5
6580,Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1320,2,1.0,38.13,5,19.3,11500.0,5
